PlayerName,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
Michael Porter Jr.,22025,1629008,0022500207,"Nov 11, 2025",BKN vs. TOR,L,36,5,14,0.357,1,6,0.167,10,10,1.0,1,5,6,3,0,1,3,3,21,-2,1
Coby White,22025,1629632,0022500071,"Nov 28, 2025",CHI @ CHA,L,29,11,23,0.478,1,6,0.167,2,3,0.667,1,1,2,4,0,0,0,3,25,3,1
Coby White,22025,1629632,0022500289,"Nov 24, 2025",CHI @ NOP,L,35,7,15,0.467,3,10,0.3,7,10,0.7,0,5,5,6,1,0,5,1,24,-1,1
Coby White,22025,1629632,0022500271,"Nov 22, 2025",CHI vs. WAS,W,31,6,16,0.375,3,11,0.273,5,7,0.714,0,3,3,6,0,0,4,2,20,8,1
Coby White,22025,1629632,0022500263,"Nov 19, 2025",CHI @ POR,W,27,9,17,0.529,5,9,0.556,2,3,0.667,0,1,1,7,2,0,3,2,25,7,1
Coby White,22025,1629632,0022500240,"Nov 16, 2025",CHI @ UTA,L,30,5,14,0.357,3,8,0.375,14,14,1.0,0,4,4,8,1,0,3,3,27,6,1
De'Aaron Fox,22025,1628368,0022500306,"Nov 30, 2025",SAS @ MIN,L,32,10,15,0.667,2,4,0.5,3,3,1.0,0,2,2,4,1,0,3,1,25,-7,1
De'Aaron Fox,22025,1628368,0022500076,"Nov 28, 2025",SAS @ DEN,W,34,6,19,0.316,1,6,0.167,2,3,0.667,0,1,1,12,1,1,3,0,15,-4,1
De'Aaron Fox,22025,1628368,0022500067,"Nov 26, 2025",SAS @ POR,W,33,11,25,0.44,3,8,0.375,12,12,1.0,1,5,6,8,3,1,3,3,37,21,1
De'Aaron Fox,22025,1628368,0022500281,"Nov 23, 2025",SAS @ PHX,L,33,5,11,0.455,2,6,0.333,14,16,0.875,0,5,5,3,0,0,2,4,26,-2,1
De'Aaron Fox,22025,1628368,0022500267,"Nov 20, 2025",SAS vs. ATL,W,31,9,16,0.563,2,4,0.5,6,10,0.6,2,3,5,9,3,0,2,4,26,-7,1
De'Aaron Fox,22025,1628368,0022500252,"Nov 18, 2025",SAS vs. MEM,W,33,10,20,0.5,3,8,0.375,3,4,0.75,0,1,1,3,2,1,2,3,26,7,1
De'Aaron Fox,22025,1628368,0022500234,"Nov 16, 2025",SAS vs. SAC,W,35,11,20,0.55,4,8,0.5,2,2,1.0,0,2,2,11,1,0,2,1,28,20,1
Jamal Murray,22025,1627750,0022500299,"Nov 29, 2025",DEN @ PHX,W,37,8,18,0.444,5,10,0.5,3,3,1.0,0,3,3,4,1,0,5,2,24,16,1
Jamal Murray,22025,1627750,0022500076,"Nov 28, 2025",DEN vs. SAS,L,36,13,20,0.65,5,8,0.625,6,7,0.857,1,3,4,7,0,1,2,4,37,4,1
Jamal Murray,22025,1627750,0022500287,"Nov 24, 2025",DEN @ MEM,W,37,11,21,0.524,6,9,0.667,1,2,0.5,0,3,3,8,0,0,1,1,29,6,1
Jamal Murray,22025,1627750,0022500274,"Nov 22, 2025",DEN vs. SAC,L,37,9,18,0.5,3,7,0.429,2,3,0.667,0,2,2,9,1,1,1,2,23,0,1
Jamal Murray,22025,1627750,0022500054,"Nov 21, 2025",DEN @ HOU,W,41,10,16,0.625,3,7,0.429,3,4,0.75,0,2,2,10,1,1,4,2,26,6,1
Jamal Murray,22025,1627750,0022500260,"Nov 19, 2025",DEN @ NOP,W,36,5,14,0.357,2,7,0.286,4,5,0.8,0,0,0,8,0,0,3,4,16,-2,1
Jamal Murray,22025,1627750,0022500248,"Nov 17, 2025",DEN vs. CHI,L,38,12,22,0.545,5,11,0.455,5,5,1.0,0,11,11,4,1,0,2,3,34,-1,1
Pascal Siakam,22025,1627783,0022500295,"Nov 29, 2025",IND vs. CHI,W,36,11,23,0.478,1,4,0.25,1,2,0.5,1,8,9,4,2,2,1,0,24,22,1
Pascal Siakam,22025,1627783,0022500073,"Nov 28, 2025",IND vs. WAS,W,26,11,20,0.55,1,4,0.25,1,2,0.5,1,10,11,1,2,1,0,1,24,32,1
Pascal Siakam,22025,1627783,0022500063,"Nov 26, 2025",IND @ TOR,L,31,5,10,0.5,0,0,0.0,1,4,0.25,1,3,4,2,2,0,3,5,11,-8,1
Pascal Siakam,22025,1627783,0022500283,"Nov 24, 2025",IND vs. DET,L,35,7,12,0.583,0,2,0.0,10,14,0.714,2,6,8,3,2,2,3,2,24,1,1
Pascal Siakam,22025,1627783,0022500048,"Nov 21, 2025",IND @ CLE,L,37,9,15,0.6,3,6,0.5,5,6,0.833,0,9,9,4,1,0,3,3,26,-10,1
Pascal Siakam,22025,1627783,0022500256,"Nov 19, 2025",IND vs. CHA,W,37,9,17,0.529,2,8,0.25,2,2,1.0,0,4,4,7,1,1,2,3,22,25,1
Pascal Siakam,22025,1627783,0022500242,"Nov 17, 2025",IND @ DET,L,34,8,17,0.471,3,8,0.375,10,12,0.833,2,5,7,1,1,1,3,2,29,-29,1
Keyonte George,22025,1641718,0022500301,"Nov 30, 2025",UTA vs. HOU,L,19,0,6,0.0,0,1,0.0,0,0,0.0,0,1,1,2,0,1,8,1,0,-27,1
Keyonte George,22025,1641718,0022500077,"Nov 28, 2025",UTA vs. SAC,W,36,10,19,0.526,4,9,0.444,7,9,0.778,0,5,5,6,0,1,3,5,31,-4,1
Keyonte George,22025,1641718,0022500291,"Nov 24, 2025",UTA @ GSW,L,38,10,17,0.588,4,8,0.5,4,7,0.571,1,5,6,7,2,0,2,1,28,1,1
Keyonte George,22025,1641718,0022500282,"Nov 23, 2025",UTA vs. LAL,L,39,10,23,0.435,4,10,0.4,3,4,0.75,0,5,5,8,1,0,3,3,27,-4,1
Keyonte George,22025,1641718,0022500055,"Nov 21, 2025",UTA vs. OKC,L,30,6,10,0.6,1,2,0.5,7,7,1.0,0,3,3,8,0,0,4,3,20,-14,1
Keyonte George,22025,1641718,0022500253,"Nov 18, 2025",UTA @ LAL,L,35,13,23,0.565,5,13,0.385,3,3,1.0,0,4,4,8,2,0,4,4,34,-9,1
Keyonte George,22025,1641718,0022500240,"Nov 16, 2025",UTA vs. CHI,W,44,10,27,0.37,3,10,0.3,10,10,1.0,0,2,2,6,4,0,4,2,33,0,1
Julius Randle,22025,203944,0022500306,"Nov 30, 2025",MIN vs. SAS,W,36,9,15,0.6,2,5,0.4,2,2,1.0,2,4,6,12,1,0,1,1,22,30,1
Julius Randle,22025,203944,0022500293,"Nov 29, 2025",MIN vs. BOS,W,32,6,13,0.462,3,8,0.375,1,2,0.5,0,9,9,6,0,0,4,0,16,-8,1
Julius Randle,22025,203944,0022500064,"Nov 26, 2025",MIN @ OKC,L,33,2,13,0.154,2,7,0.286,4,7,0.571,4,4,8,4,3,1,3,3,10,2,1
Julius Randle,22025,203944,0022500292,"Nov 24, 2025",MIN @ SAC,L,39,5,13,0.385,1,4,0.25,6,6,1.0,2,8,10,5,0,0,5,4,17,-12,1
Julius Randle,22025,203944,0022500053,"Nov 21, 2025",MIN @ PHX,L,34,6,13,0.462,2,7,0.286,6,9,0.667,1,4,5,2,1,0,5,3,20,1,1
Julius Randle,22025,203944,0022500259,"Nov 19, 2025",MIN vs. WAS,W,33,11,19,0.579,1,4,0.25,9,13,0.692,2,8,10,6,0,0,1,1,32,0,1
Julius Randle,22025,203944,0022500246,"Nov 17, 2025",MIN vs. DAL,W,27,4,16,0.25,1,5,0.2,3,5,0.6,1,5,6,4,1,0,1,3,12,21,1
Franz Wagner,22025,1630532,0022500072,"Nov 28, 2025",ORL @ DET,W,36,8,19,0.421,0,3,0.0,5,6,0.833,3,4,7,1,3,0,1,5,21,-23,1
Franz Wagner,22025,1630532,0022500058,"Nov 25, 2025",ORL @ PHI,W,27,8,13,0.615,1,2,0.5,4,6,0.667,1,4,5,3,1,0,1,0,21,22,1
Franz Wagner,22025,1630532,0022500277,"Nov 23, 2025",ORL @ BOS,L,28,5,10,0.5,0,1,0.0,5,8,0.625,2,6,8,5,0,0,2,1,15,-17,1
Franz Wagner,22025,1630532,0022500269,"Nov 22, 2025",ORL vs. NYK,W,34,13,19,0.684,4,6,0.667,7,7,1.0,0,6,6,7,0,0,1,2,37,10,1
Franz Wagner,22025,1630532,0022500264,"Nov 20, 2025",ORL vs. LAC,W,30,5,13,0.385,0,2,0.0,10,12,0.833,1,5,6,3,1,0,1,2,20,16,1
Franz Wagner,22025,1630532,0022500249,"Nov 18, 2025",ORL vs. GSW,W,36,7,17,0.412,0,3,0.0,4,4,1.0,1,7,8,3,1,1,1,4,18,5,1
Franz Wagner,22025,1630532,0022500236,"Nov 16, 2025",ORL @ HOU,L,43,8,21,0.381,3,8,0.375,10,13,0.769,0,5,5,4,2,0,2,2,29,2,1
Miles Bridges,22025,1628970,0022500294,"Nov 29, 2025",CHA vs. TOR,W,41,13,23,0.565,2,8,0.25,7,9,0.778,1,2,3,0,1,0,0,3,35,7,1
Miles Bridges,22025,1628970,0022500071,"Nov 28, 2025",CHA vs. CHI,W,36,8,17,0.471,1,5,0.2,5,6,0.833,1,7,8,7,0,2,2,2,22,-2,1
Miles Bridges,22025,1628970,0022500061,"Nov 26, 2025",CHA vs. NYK,L,34,6,14,0.429,3,6,0.5,2,5,0.4,1,3,4,1,0,0,3,1,17,-25,1
Miles Bridges,22025,1628970,0022500276,"Nov 23, 2025",CHA @ ATL,L,35,8,21,0.381,1,9,0.111,4,4,1.0,0,5,5,5,1,1,2,3,21,-2,1
Miles Bridges,22025,1628970,0022500268,"Nov 22, 2025",CHA vs. LAC,L,30,5,12,0.417,0,2,0.0,9,10,0.9,0,3,3,2,0,1,0,0,19,-15,1
Miles Bridges,22025,1628970,0022500256,"Nov 19, 2025",CHA @ IND,L,35,9,20,0.45,3,8,0.375,4,4,1.0,3,2,5,2,1,2,0,5,25,-2,1
Miles Bridges,22025,1628970,0022500245,"Nov 17, 2025",CHA @ TOR,L,38,9,22,0.409,3,9,0.333,1,2,0.5,3,5,8,3,3,1,4,1,22,2,1
Bennedict Mathurin,22025,1631097,0022500295,"Nov 29, 2025",IND vs. CHI,W,38,8,19,0.421,3,10,0.3,0,0,0.0,0,6,6,3,2,0,5,2,19,3,1
Bennedict Mathurin,22025,1631097,0022500073,"Nov 28, 2025",IND vs. WAS,W,34,8,16,0.5,3,5,0.6,1,1,1.0,0,2,2,4,1,0,3,1,20,29,1
Bennedict Mathurin,22025,1631097,0022500063,"Nov 26, 2025",IND @ TOR,L,34,5,15,0.333,4,9,0.444,1,2,0.5,0,3,3,3,1,0,4,3,15,-15,1
Bennedict Mathurin,22025,1631097,0022500283,"Nov 24, 2025",IND vs. DET,L,28,3,13,0.231,1,4,0.25,7,8,0.875,0,4,4,1,0,0,3,5,14,-5,1
Bennedict Mathurin,22025,1631097,0022500048,"Nov 21, 2025",IND @ CLE,L,37,7,15,0.467,2,7,0.286,5,5,1.0,3,4,7,2,1,1,3,3,21,-8,1
Bennedict Mathurin,22025,1631097,0022500256,"Nov 19, 2025",IND vs. CHA,W,34,7,13,0.538,2,5,0.4,8,9,0.889,3,9,12,2,1,0,1,2,24,-2,1
Bennedict Mathurin,22025,1631097,0022500242,"Nov 17, 2025",IND @ DET,L,25,7,16,0.438,3,9,0.333,8,14,0.571,0,3,3,2,1,0,4,5,25,-16,1
Zion Williamson,22025,1629627,0022500298,"Nov 29, 2025",NOP @ GSW,L,31,8,16,0.5,0,2,0.0,9,10,0.9,1,6,7,4,0,0,3,2,25,-3,1
Zion Williamson,22025,1629627,0022500065,"Nov 26, 2025",NOP vs. MEM,L,32,7,15,0.467,0,1,0.0,3,3,1.0,2,3,5,4,0,2,5,3,17,-9,1
Zion Williamson,22025,1629627,0022500289,"Nov 24, 2025",NOP vs. CHI,W,30,8,14,0.571,0,0,0.0,13,16,0.813,0,1,1,2,2,1,2,2,29,2,1
Zion Williamson,22025,1629627,0022500052,"Nov 21, 2025",NOP @ DAL,L,30,7,9,0.778,0,0,0.0,8,11,0.727,1,2,3,2,3,0,1,0,22,-2,1
Zion Williamson,22025,1629627,0022500260,"Nov 19, 2025",NOP vs. DEN,L,29,6,13,0.462,0,0,0.0,2,4,0.5,3,3,6,5,1,1,3,4,14,14,1
Zion Williamson,22025,1629627,0022500148,"Nov 02, 2025",NOP @ OKC,L,28,7,14,0.5,0,0,0.0,6,12,0.5,3,6,9,6,1,0,4,3,20,-17,1
Zion Williamson,22025,1629627,0022500027,"Oct 31, 2025",NOP @ LAC,L,33,9,17,0.529,0,0,0.0,11,13,0.846,3,3,6,3,0,0,3,3,29,-5,1
Alperen Sengun,22025,1630578,0022500301,"Nov 30, 2025",HOU @ UTA,W,28,10,15,0.667,0,1,0.0,7,9,0.778,1,3,4,5,1,0,2,4,27,10,1
Alperen Sengun,22025,1630578,0022500066,"Nov 26, 2025",HOU @ GSW,W,35,7,18,0.389,0,4,0.0,2,5,0.4,4,2,6,6,1,0,1,3,16,-14,1
Alperen Sengun,22025,1630578,0022500290,"Nov 24, 2025",HOU @ PHX,W,35,8,14,0.571,2,4,0.5,0,0,0.0,2,3,5,5,0,1,4,3,18,12,1
Alperen Sengun,22025,1630578,0022500054,"Nov 21, 2025",HOU vs. DEN,L,36,6,14,0.429,0,1,0.0,2,3,0.667,2,3,5,6,1,0,4,5,14,-16,1
Alperen Sengun,22025,1630578,0022500255,"Nov 19, 2025",HOU @ CLE,W,38,10,17,0.588,0,0,0.0,8,10,0.8,2,9,11,7,1,1,5,3,28,2,1
Alperen Sengun,22025,1630578,0022500236,"Nov 16, 2025",HOU vs. ORL,W,45,11,31,0.355,0,1,0.0,8,10,0.8,8,4,12,8,0,2,5,5,30,5,1
Alperen Sengun,22025,1630578,0022500042,"Nov 14, 2025",HOU vs. POR,W,36,9,13,0.692,4,6,0.667,3,4,0.75,3,7,10,9,3,3,0,3,25,21,1
Jalen Johnson,22025,1630552,0022500304,"Nov 30, 2025",ATL @ PHI,W,45,10,21,0.476,4,8,0.5,17,22,0.773,0,14,14,7,1,1,6,1,41,-3,1
Jalen Johnson,22025,1630552,0022500069,"Nov 28, 2025",ATL vs. CLE,W,39,9,18,0.5,3,7,0.429,8,12,0.667,3,9,12,12,2,0,3,1,29,20,1
Jalen Johnson,22025,1630552,0022500057,"Nov 25, 2025",ATL @ WAS,L,30,3,12,0.25,0,4,0.0,1,1,1.0,2,5,7,7,1,2,5,3,7,-20,1
Jalen Johnson,22025,1630552,0022500276,"Nov 23, 2025",ATL vs. CHA,W,40,11,22,0.5,2,4,0.5,4,5,0.8,1,7,8,11,1,0,0,0,28,3,1
Jalen Johnson,22025,1630552,0022500270,"Nov 22, 2025",ATL @ NOP,W,34,6,15,0.4,2,4,0.5,4,6,0.667,1,10,11,9,1,1,4,1,18,20,1
Jalen Johnson,22025,1630552,0022500267,"Nov 20, 2025",ATL @ SAS,L,38,10,15,0.667,2,3,0.667,4,6,0.667,0,12,12,7,1,0,4,3,26,-1,1
Jalen Johnson,22025,1630552,0022500251,"Nov 18, 2025",ATL vs. DET,L,39,8,18,0.444,3,8,0.375,6,6,1.0,0,8,8,9,3,1,4,2,25,-7,1
Brandon Ingram,22025,1627742,0022500303,"Nov 30, 2025",TOR @ NYK,L,32,4,11,0.364,2,5,0.4,4,7,0.571,0,1,1,4,0,0,5,1,14,-22,1
Brandon Ingram,22025,1627742,0022500294,"Nov 29, 2025",TOR @ CHA,L,40,10,26,0.385,1,5,0.2,1,2,0.5,1,5,6,4,0,0,3,2,22,-11,1
Brandon Ingram,22025,1627742,0022500063,"Nov 26, 2025",TOR vs. IND,W,38,11,23,0.478,1,4,0.25,3,5,0.6,1,7,8,0,2,1,3,1,26,12,1
Brandon Ingram,22025,1627742,0022500284,"Nov 24, 2025",TOR vs. CLE,W,37,15,30,0.5,5,11,0.455,2,5,0.4,0,7,7,2,1,0,4,1,37,11,1
Brandon Ingram,22025,1627742,0022500279,"Nov 23, 2025",TOR vs. BKN,W,36,6,18,0.333,2,5,0.4,0,0,0.0,1,5,6,4,2,0,3,1,14,13,1
Brandon Ingram,22025,1627742,0022500050,"Nov 21, 2025",TOR vs. WAS,W,30,6,12,0.5,0,3,0.0,12,13,0.923,0,8,8,6,2,1,4,1,24,25,1
Brandon Ingram,22025,1627742,0022500258,"Nov 19, 2025",TOR @ PHI,W,31,7,10,0.7,2,2,1.0,6,7,0.857,0,0,0,5,0,0,4,5,22,-1,1
Shaedon Sharpe,22025,1631101,0022500305,"Nov 30, 2025",POR vs. OKC,L,22,3,7,0.429,1,3,0.333,0,2,0.0,0,1,1,1,1,0,3,6,7,-18,1
Shaedon Sharpe,22025,1631101,0022500067,"Nov 26, 2025",POR vs. SAS,L,22,4,8,0.5,0,3,0.0,3,4,0.75,0,5,5,2,0,1,3,2,11,-13,1
Shaedon Sharpe,22025,1631101,0022500254,"Nov 18, 2025",POR vs. PHX,L,30,12,24,0.5,0,6,0.0,5,7,0.714,0,2,2,3,1,0,2,0,29,-20,1
Shaedon Sharpe,22025,1631101,0022500238,"Nov 16, 2025",POR @ DAL,L,39,12,32,0.375,3,9,0.333,9,11,0.818,2,2,4,6,1,0,3,5,36,-3,1
Shaedon Sharpe,22025,1631101,0022500042,"Nov 14, 2025",POR @ HOU,L,31,7,16,0.438,1,5,0.2,4,8,0.5,1,7,8,3,1,1,3,3,19,-22,1
Shaedon Sharpe,22025,1631101,0022500219,"Nov 12, 2025",POR @ NOP,W,30,13,18,0.722,2,7,0.286,7,7,1.0,0,5,5,3,2,0,1,2,35,20,1
Shaedon Sharpe,22025,1631101,0022500200,"Nov 10, 2025",POR @ ORL,L,29,12,18,0.667,3,5,0.6,4,7,0.571,0,3,3,1,0,0,1,2,31,4,1
Paolo Banchero,22025,1631094,0022500215,"Nov 12, 2025",ORL @ NYK,W,12,1,4,0.25,0,0,0.0,2,2,1.0,1,3,4,2,1,1,1,0,4,9,1
Paolo Banchero,22025,1631094,0022500200,"Nov 10, 2025",ORL vs. POR,W,35,10,18,0.556,2,3,0.667,6,10,0.6,0,9,9,3,1,0,2,4,28,-7,1
Paolo Banchero,22025,1631094,0022500193,"Nov 09, 2025",ORL vs. BOS,L,35,9,16,0.563,0,5,0.0,10,10,1.0,0,6,6,4,0,0,6,5,28,7,1
Paolo Banchero,22025,1631094,0022500028,"Nov 07, 2025",ORL vs. BOS,W,36,4,10,0.4,1,3,0.333,6,8,0.75,1,8,9,4,1,1,2,0,15,25,1
Paolo Banchero,22025,1631094,0022500166,"Nov 04, 2025",ORL @ ATL,L,37,6,16,0.375,0,4,0.0,10,12,0.833,1,10,11,8,1,0,3,4,22,2,1
Paolo Banchero,22025,1631094,0022500145,"Nov 01, 2025",ORL @ WAS,W,26,9,15,0.6,3,6,0.5,7,7,1.0,1,10,11,4,0,2,3,2,28,19,1
Paolo Banchero,22025,1631094,0022500138,"Oct 30, 2025",ORL @ CHA,W,33,8,12,0.667,2,4,0.5,2,6,0.333,1,8,9,9,2,0,1,2,20,9,1
Karl-Anthony Towns,22025,1626157,0022500303,"Nov 30, 2025",NYK vs. TOR,W,31,8,15,0.533,1,4,0.25,5,7,0.714,3,5,8,2,0,0,4,3,22,3,1
Karl-Anthony Towns,22025,1626157,0022500074,"Nov 28, 2025",NYK vs. MIL,W,36,2,8,0.25,1,2,0.5,4,5,0.8,3,7,10,4,0,1,2,4,9,0,1
Karl-Anthony Towns,22025,1626157,0022500061,"Nov 26, 2025",NYK @ CHA,W,32,6,13,0.462,0,3,0.0,7,7,1.0,4,6,10,3,0,0,3,2,19,6,1
Karl-Anthony Towns,22025,1626157,0022500285,"Nov 24, 2025",NYK @ BKN,W,33,14,20,0.7,3,4,0.75,6,6,1.0,3,9,12,3,1,2,1,3,37,25,1
Karl-Anthony Towns,22025,1626157,0022500269,"Nov 22, 2025",NYK @ ORL,L,37,6,14,0.429,2,6,0.333,10,11,0.909,2,6,8,3,0,0,4,3,24,-14,1
Karl-Anthony Towns,22025,1626157,0022500262,"Nov 19, 2025",NYK @ DAL,W,35,6,16,0.375,1,6,0.167,5,9,0.556,4,10,14,6,2,0,3,4,18,4,1
Karl-Anthony Towns,22025,1626157,0022500244,"Nov 17, 2025",NYK @ MIA,L,33,7,19,0.368,1,7,0.143,7,7,1.0,4,11,15,2,0,1,4,5,22,3,1
Dillon Brooks,22025,1628415,0022500299,"Nov 29, 2025",PHX vs. DEN,L,28,10,18,0.556,2,6,0.333,5,6,0.833,1,2,3,2,1,0,2,5,27,-16,1
Dillon Brooks,22025,1628415,0022500075,"Nov 28, 2025",PHX @ OKC,L,39,6,18,0.333,2,9,0.222,5,5,1.0,1,2,3,2,2,0,3,5,19,-1,1
Dillon Brooks,22025,1628415,0022500068,"Nov 26, 2025",PHX @ SAC,W,33,4,12,0.333,1,4,0.25,4,4,1.0,1,2,3,0,0,0,3,1,13,12,1
Dillon Brooks,22025,1628415,0022500290,"Nov 24, 2025",PHX vs. HOU,L,32,11,22,0.5,2,8,0.25,5,6,0.833,1,2,3,0,1,0,2,5,29,-14,1
Dillon Brooks,22025,1628415,0022500281,"Nov 23, 2025",PHX vs. SAS,W,35,10,24,0.417,4,12,0.333,1,2,0.5,1,2,3,2,1,0,2,2,25,8,1
Dillon Brooks,22025,1628415,0022500053,"Nov 21, 2025",PHX vs. MIN,W,37,8,17,0.471,4,8,0.5,2,4,0.5,0,5,5,1,2,0,3,6,22,-3,1
Dillon Brooks,22025,1628415,0022500254,"Nov 18, 2025",PHX @ POR,W,26,5,11,0.455,1,6,0.167,1,2,0.5,1,1,2,4,3,0,3,3,12,16,1
Cam Thomas,22025,1630560,0022500173,"Nov 05, 2025",BKN @ IND,W,6,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,4,1
Cam Thomas,22025,1630560,0022500156,"Nov 03, 2025",BKN vs. MIN,L,35,10,24,0.417,1,4,0.25,4,5,0.8,1,1,2,3,2,0,1,3,25,-13,1
Cam Thomas,22025,1630560,0022500149,"Nov 02, 2025",BKN vs. PHI,L,35,9,19,0.474,4,7,0.571,7,7,1.0,1,0,1,1,0,0,3,2,29,-5,1
Cam Thomas,22025,1630560,0022500130,"Oct 29, 2025",BKN vs. ATL,L,35,6,20,0.3,2,7,0.286,5,6,0.833,1,1,2,3,1,0,2,4,19,3,1
Cam Thomas,22025,1630560,0022500116,"Oct 27, 2025",BKN @ HOU,L,25,3,9,0.333,1,2,0.5,2,5,0.4,0,1,1,2,1,0,2,1,9,-18,1
Cam Thomas,22025,1630560,0022500105,"Oct 26, 2025",BKN @ SAS,L,32,11,25,0.44,5,12,0.417,14,14,1.0,0,2,2,0,0,0,3,0,41,-7,1
Cam Thomas,22025,1630560,0022500091,"Oct 24, 2025",BKN vs. CLE,L,34,12,24,0.5,3,11,0.273,6,6,1.0,0,2,2,9,0,0,3,3,33,-11,1
Zach LaVine,22025,203897,0022500077,"Nov 28, 2025",SAC @ UTA,L,39,12,23,0.522,4,9,0.444,6,9,0.667,0,2,2,6,0,0,2,5,34,18,1
Zach LaVine,22025,203897,0022500068,"Nov 26, 2025",SAC vs. PHX,L,32,5,14,0.357,1,6,0.167,2,2,1.0,1,1,2,2,1,0,6,2,13,-4,1
Zach LaVine,22025,203897,0022500292,"Nov 24, 2025",SAC vs. MIN,W,32,3,10,0.3,1,6,0.167,0,0,0.0,0,3,3,1,1,0,1,3,7,-4,1
Zach LaVine,22025,203897,0022500274,"Nov 22, 2025",SAC @ DEN,W,36,6,14,0.429,1,6,0.167,2,2,1.0,0,2,2,3,2,0,2,1,15,-6,1
Zach LaVine,22025,203897,0022500265,"Nov 20, 2025",SAC @ MEM,L,26,10,17,0.588,4,8,0.5,2,2,1.0,0,2,2,2,1,0,3,2,26,-22,1
Zach LaVine,22025,203897,0022500261,"Nov 19, 2025",SAC @ OKC,L,30,4,10,0.4,0,4,0.0,0,0,0.0,1,3,4,2,0,0,5,1,8,-16,1
Zach LaVine,22025,203897,0022500234,"Nov 16, 2025",SAC @ SAS,L,25,3,7,0.429,1,4,0.25,1,1,1.0,0,2,2,3,1,0,2,2,8,-7,1
Josh Giddey,22025,1630581,0022500295,"Nov 29, 2025",CHI @ IND,L,34,7,13,0.538,2,5,0.4,1,4,0.25,1,10,11,7,0,0,3,1,17,7,1
Josh Giddey,22025,1630581,0022500071,"Nov 28, 2025",CHI @ CHA,L,33,8,16,0.5,3,7,0.429,6,7,0.857,0,11,11,9,1,0,0,1,25,6,1
Josh Giddey,22025,1630581,0022500289,"Nov 24, 2025",CHI @ NOP,L,35,6,12,0.5,4,10,0.4,5,6,0.833,0,7,7,6,0,0,5,3,21,-13,1
Josh Giddey,22025,1630581,0022500271,"Nov 22, 2025",CHI vs. WAS,W,34,5,12,0.417,2,3,0.667,6,7,0.857,1,11,12,11,3,1,2,2,18,3,1
Josh Giddey,22025,1630581,0022500051,"Nov 21, 2025",CHI vs. MIA,L,31,6,14,0.429,1,3,0.333,6,9,0.667,4,7,11,9,0,0,3,2,19,-4,1
Josh Giddey,22025,1630581,0022500263,"Nov 19, 2025",CHI @ POR,W,31,3,9,0.333,2,3,0.667,1,1,1.0,0,5,5,13,1,1,5,3,9,-13,1
Josh Giddey,22025,1630581,0022500248,"Nov 17, 2025",CHI @ DEN,W,30,8,12,0.667,0,2,0.0,5,8,0.625,4,10,14,6,0,0,2,3,21,-17,1
Jimmy Butler,22025,202710,0022500298,"Nov 29, 2025",GSW vs. NOP,W,37,7,15,0.467,0,2,0.0,10,14,0.714,5,3,8,10,0,0,2,0,24,22,1
Jimmy Butler,22025,202710,0022500066,"Nov 26, 2025",GSW vs. HOU,L,33,6,11,0.545,2,4,0.5,7,7,1.0,1,4,5,5,2,0,0,3,21,-4,1
Jimmy Butler,22025,202710,0022500291,"Nov 24, 2025",GSW vs. UTA,W,29,8,11,0.727,0,0,0.0,2,3,0.667,1,5,6,7,1,0,0,1,18,19,1
Jimmy Butler,22025,202710,0022500056,"Nov 21, 2025",GSW vs. POR,L,34,5,15,0.333,0,0,0.0,10,11,0.909,6,2,8,5,2,1,0,2,20,0,1
Jimmy Butler,22025,202710,0022500249,"Nov 18, 2025",GSW @ ORL,L,38,10,16,0.625,0,1,0.0,13,15,0.867,1,6,7,4,3,0,3,0,33,-1,1
Jimmy Butler,22025,202710,0022500237,"Nov 16, 2025",GSW @ NOP,W,31,6,8,0.75,1,1,1.0,5,5,1.0,1,2,3,10,3,0,6,2,18,21,1
Jimmy Butler,22025,202710,0022500047,"Nov 14, 2025",GSW @ SAS,W,35,7,14,0.5,0,1,0.0,7,8,0.875,4,4,8,1,2,0,1,4,21,-3,1
Scottie Barnes,22025,1630567,0022500303,"Nov 30, 2025",TOR @ NYK,L,32,7,17,0.412,4,7,0.571,0,0,0.0,2,3,5,4,1,2,3,4,18,-6,1
Scottie Barnes,22025,1630567,0022500294,"Nov 29, 2025",TOR @ CHA,L,39,11,16,0.688,1,2,0.5,7,8,0.875,3,9,12,5,2,1,3,3,30,-6,1
Scottie Barnes,22025,1630567,0022500063,"Nov 26, 2025",TOR vs. IND,W,36,5,12,0.417,0,1,0.0,14,14,1.0,5,5,10,4,0,1,4,3,24,1,1
Scottie Barnes,22025,1630567,0022500284,"Nov 24, 2025",TOR vs. CLE,W,38,8,13,0.615,0,2,0.0,2,2,1.0,2,9,11,6,1,0,4,2,18,14,1
Scottie Barnes,22025,1630567,0022500279,"Nov 23, 2025",TOR vs. BKN,W,34,6,13,0.462,0,0,0.0,5,6,0.833,3,4,7,4,2,4,0,3,17,2,1
